transaction_id,customer_id,transaction_date,store_id,payment_method,discount_applied,transaction_date_clean
T001752,C00417,2025-02-14,S001,ZaloPay,0.0,2025-02-14
T001753,C00140,2025-10-10,S019,Bank Transfer,0.0,2025-10-10
T001754,C00690,2025-11-07,S021,VNPay,0.0,2025-11-07
T001755,C00048,2025-08-24,S019,Cash,0.3,2025-08-24
T001756,C00021,2025-08-26,S017,ZaloPay,0.1,2025-08-26
T001757,C00561,2025-06-21,S020,,0.15,2025-06-21
T001758,C00612,2025-12-02,S022,ZaloPay,0.0,2025-12-02
T001759,C00550,2025-10-04,S024,VNPay,0.0,2025-10-04
T001760,C00073,2025-09-13,S020,VNPay,0.0,2025-09-13
T001761,C00236,2025-02-12,S019,Momo,0.05,2025-02-12
T001762,C00737,2025-12-22,S023,Credit Card,0.0,2025-12-22
T001763,C00377,2025-02-09,S014,Bank Transfer,0.2,2025-02-09
T001764,C00021,2025-06-09,S004,Bank Transfer,0.2,2025-06-09
T001765,C00275,2025-06-07,S017,Momo,0.0,2025-06-07
T001766,C00103,2024-08-04,S019,Cash,0.0,2024-08-04
T001767,C00009,2026-02-17,S005,VNPay,0.0,2026-02-17
T001768,C00505,2026-02-16,S024,Momo,0.1,2026-02-16
T001769,C00043,2025-04-21,S019,VNPay,0.25,2025-04-21
T001770,C00156,2026-03-11,S009,Bank Transfer,0.0,2026-03-11
T001771,C00682,2025-07-08,S012,ZaloPay,0.0,2025-07-08
T001772,C00780,2024-11-19,S005,Momo,0.0,2024-11-19
T001773,C00034,2025-03-04,S014,Credit Card,0.25,2025-03-04
T001774,C00677,2024-05-05,S001,ZaloPay,0.15,2024-05-05
T001775,C00426,2024-12-20,S005,Bank Transfer,0.25,2024-12-20
T001776,C00034,2024-09-11,S007,Momo,0.0,2024-09-11
T001777,C00308,2025-02-17,S002,VNPay,0.0,2025-02-17
T001778,C00097,2025-09-18,S011,Credit Card,0.0,2025-09-18
T001779,C00043,2025-12-19,S013,Momo,0.0,2025-12-19
T001780,C00033,2025-08-26,S014,Credit Card,0.1,2025-08-26
T001781,C00587,2025-07-30,S001,Momo,0.05,2025-07-30
T001782,C00048,2025-01-26,S007,Momo,0.0,2025-01-26
T001783,C00488,2023-10-19,S008,ZaloPay,0.0,2023-10-19
T001784,C00038,2023-09-07,S015,VNPay,0.2,2023-09-07
T001785,C00739,2025-11-14,S005,ZaloPay,0.0,2025-11-14
T001786,C00173,2025-07-09,S016,VNPay,0.25,2025-07-09
T001787,C00612,2026-03-08,S004,Momo,0.2,2026-03-08
T001788,C00237,2026-01-16,S018,Credit Card,0.1,2026-01-16
T001789,C00112,2025-03-18,S003,,0.0,2025-03-18
T001790,C00576,2025-09-25,S013,ZaloPay,0.15,2025-09-25
T001791,C00217,2025-07-02,S015,Credit Card,0.0,2025-07-02
T001792,C00007,2025-12-24,S004,VNPay,0.1,2025-12-24
T001793,C00118,2025-02-07,S003,Bank Transfer,0.0,2025-02-07
T001794,C00516,2025-05-12,S020,Credit Card,0.0,2025-05-12
T001795,C00209,2025-04-16,S006,ZaloPay,0.1,2025-04-16
T001796,C00059,2024-07-23,S006,Momo,0.0,2024-07-23
T001797,C00596,2024-11-24,S007,Credit Card,0.3,2024-11-24
T001798,C00057,2025-11-24,S001,VNPay,0.15,2025-11-24
T001799,C00206,2025-08-16,S001,Bank Transfer,0.2,2025-08-16
T001800,C00099,2025-04-06,S011,ZaloPay,0.25,2025-04-06
T001801,C00082,2025-05-28,S022,,0.0,2025-05-28
T001802,C00024,2025-09-02,S015,Momo,0.1,2025-09-02
T001803,C00579,2024-12-29,S018,Bank Transfer,0.0,2024-12-29
T001804,C00201,2025-09-24,S005,Credit Card,0.0,2025-09-24
T001805,C00076,2024-08-02,S011,VNPay,0.25,2024-08-02
T001806,C00199,2025-01-24,S021,VNPay,0.0,2025-01-24
T001807,C00043,2025-01-31,S022,VNPay,0.2,2025-01-31
T001808,C00235,2025-12-10,S021,Credit Card,0.0,2025-12-10
T001809,C00443,2024-10-30,S006,Credit Card,0.0,2024-10-30
T001810,C00343,2025-12-25,S018,ZaloPay,0.15,2025-12-25
T001811,C00457,2025-08-04,S017,Bank Transfer,,2025-08-04
T001812,C00785,2026-01-18,S005,Credit Card,0.25,2026-01-18
T001813,C00119,2025-09-27,S017,VNPay,0.1,2025-09-27
T001814,C00599,2024-10-19,S021,Bank Transfer,0.0,2024-10-19
T001815,C00232,2025-04-28,S010,Bank Transfer,0.0,2025-04-28
T001816,C00024,2025-05-27,S001,Credit Card,0.3,2025-05-27
T001817,C00382,2025-07-03,S019,ZaloPay,0.0,2025-07-03
T001818,C00609,2025-06-16,S019,Bank Transfer,0.2,2025-06-16
T001819,C00131,2025-04-09,S002,Bank Transfer,0.05,2025-04-09
T001820,C00070,2024-08-03,S013,Credit Card,0.0,2024-08-03
T001821,C00121,2026-02-11,S012,Momo,0.3,2026-02-11
T001822,C00394,2025-08-22,S023,ZaloPay,0.0,2025-08-22
T001823,C00506,2025-10-10,S017,,0.25,2025-10-10
T001824,C00163,2025-07-13,S017,Cash,0.25,2025-07-13
T001825,C00071,2025-08-24,S010,Cash,0.0,2025-08-24
T001826,C00201,2026-02-28,S007,VNPay,0.0,2026-02-28
T001827,C00381,2025-05-06,S024,,0.0,2025-05-06
T001828,C00367,2024-09-28,S016,VNPay,,2024-09-28
T001829,C00771,2026-03-18,S012,Credit Card,0.0,2026-03-18
T001830,C00348,2023-10-30,S014,VNPay,0.1,2023-10-30
T001831,C00274,2025-12-20,S012,Momo,0.1,2025-12-20
T001832,C00208,2026-02-09,S020,VNPay,0.0,2026-02-09
T001833,C00204,2025-08-07,S011,,0.0,2025-08-07
T001834,C00035,2025-09-10,S021,VNPay,0.0,2025-09-10
T001835,C00369,2024-10-23,S001,VNPay,0.15,2024-10-23
T001836,C00266,2025-05-12,S013,VNPay,,2025-05-12
T001837,C00555,2025-08-21,S004,Momo,0.1,2025-08-21
T001838,C00455,2024-05-19,S013,VNPay,0.2,2024-05-19
T001839,C00082,2025-08-30,S017,Momo,0.0,2025-08-30
T001840,C00059,2025-03-19,S002,ZaloPay,0.05,2025-03-19
T001841,C00410,2025-01-27,S018,Bank Transfer,,2025-01-27
T001842,C00401,2025-10-05,S018,Bank Transfer,0.2,2025-10-05
T001843,C00040,2026-01-12,S022,Momo,0.15,2026-01-12
T001844,C00058,2024-10-02,S012,Credit Card,0.0,2024-10-02
T001845,C00046,2024-04-26,S013,VNPay,0.0,2024-04-26
T001846,C00057,2025-11-18,S018,ZaloPay,0.05,2025-11-18
T001847,C00203,2025-11-27,S014,Credit Card,0.0,2025-11-27
T001848,C00183,2025-02-16,S002,Bitcoin,0.0,2025-02-16
T001849,C00036,2025-03-18,S022,,0.05,2025-03-18
T001850,C00005,2024-04-23,S013,Credit Card,0.0,2024-04-23
T001851,C00794,2024-06-15,S006,Cash,0.0,2024-06-15
T001852,C00732,2024-08-21,S022,Credit Card,0.1,2024-08-21
T001853,C00116,2024-06-16,S013,ZaloPay,,2024-06-16
T001854,C00288,2025-08-02,S006,Bank Transfer,0.0,2025-08-02
T001855,C00107,2025-05-11,S003,ZaloPay,0.0,2025-05-11
T001856,C00149,2025-01-10,S001,Momo,0.05,2025-01-10
T001857,C00435,2025-12-12,S023,VNPay,0.0,2025-12-12
T001858,C00259,2025-11-15,S018,VNPay,0.15,2025-11-15
T001859,C00086,2024-04-30,S010,Momo,0.25,2024-04-30
T001860,C00048,2025-02-10,S020,Credit Card,0.1,2025-02-10
T001861,C00058,2025-07-30,S015,ZaloPay,0.0,2025-07-30
T001862,C00272,2025-11-03,S004,ZaloPay,0.0,2025-11-03
T001863,C00356,2025-10-02,S007,VNPay,0.0,2025-10-02
T001864,C00063,2025-09-20,S017,Credit Card,0.0,2025-09-20
T001865,C00156,2025-06-25,S023,VNPay,0.0,2025-06-25
T001866,C00686,2025-03-15,S003,Bank Transfer,,2025-03-15
T001867,C00016,2025-10-25,S015,ZaloPay,0.0,2025-10-25
T001868,C00774,2025-12-02,S008,Credit Card,0.15,2025-12-02
T001869,C00088,2024-10-03,S016,Momo,0.0,2024-10-03
T001870,C00062,2026-03-21,S015,Credit Card,0.05,2026-03-21
T001871,C00078,2024-11-03,S019,VNPay,0.05,2024-11-03
T001872,C00135,2025-03-04,S023,Cash,0.0,2025-03-04
T001873,C00366,2025-11-02,S008,,0.0,2025-11-02
T001874,C00397,2024-12-09,S020,VNPay,0.25,2024-12-09
T001875,C00384,2025-04-16,S025,Bitcoin,0.0,2025-04-16
T001876,C00590,2025-11-29,S025,VNPay,0.0,2025-11-29
T001877,C00465,2025-10-12,S017,Bank Transfer,0.0,2025-10-12
T001878,C00158,2025-07-17,S005,VNPay,0.15,2025-07-17
T001879,C00043,2025-12-26,S025,Momo,0.15,2025-12-26
T001880,C00202,2025-06-19,S017,Cash,0.15,2025-06-19
T001881,C00343,2025-07-23,S018,Bank Transfer,,2025-07-23
T001882,C00652,2024-03-22,S018,Momo,,2024-03-22
T001883,C00412,2026-02-09,S024,,0.25,2026-02-09
T001884,C00041,2025-05-12,S005,Bank Transfer,0.05,2025-05-12
T001885,C00102,2024-02-11,S012,ZaloPay,0.25,2024-02-11
T001886,C00087,2023-11-28,S013,Credit Card,0.3,2023-11-28
T001887,C00110,2025-07-30,S018,ZaloPay,0.2,2025-07-30
T001888,C00142,2025-02-08,S019,,0.3,2025-02-08
T001889,C00658,2024-01-19,S023,Momo,0.0,2024-01-19
T001890,C00554,2026-01-02,S007,Bank Transfer,0.0,2026-01-02
T001891,C00472,2024-04-28,S015,VNPay,0.0,2024-04-28
T001892,C00326,2024-10-18,S019,Momo,0.0,2024-10-18
T001893,C00785,2023-12-15,S014,ZaloPay,0.0,2023-12-15
T001894,C00063,2025-03-26,S019,Momo,0.0,2025-03-26
T001895,C00087,2023-12-21,S020,Momo,0.25,2023-12-21
T001896,C00021,2026-01-06,S018,ZaloPay,0.25,2026-01-06
T001897,C00032,2025-08-22,S010,Cash,0.15,2025-08-22
T001898,C00105,2025-09-13,S023,Cash,0.0,2025-09-13
T001899,C00464,2025-02-24,S002,VNPay,0.25,2025-02-24
T001900,C00018,2025-06-10,S017,VNPay,0.0,2025-06-10
T001901,C00238,2025-02-04,S019,Cash,0.0,2025-02-04
T001902,C00122,2025-08-19,S019,Bank Transfer,0.0,2025-08-19
T001903,C00259,2026-03-10,S011,Cash,0.0,2026-03-10
T001904,C00353,2026-02-03,S005,Credit Card,0.1,2026-02-03
T001905,C00411,2025-10-06,S021,VNPay,0.15,2025-10-06
T001906,C00388,2025-09-23,S003,Momo,,2025-09-23
T001907,C00304,2024-09-12,S017,Credit Card,0.3,2024-09-12
T001908,C00249,2025-08-20,S004,Credit Card,0.3,2025-08-20
T001909,C00335,2025-03-20,S001,Momo,0.15,2025-03-20
T001910,C00435,2025-07-11,S021,Credit Card,0.0,2025-07-11
T001911,C00035,2025-06-02,S025,Cash,0.0,2025-06-02
T001912,C00260,2025-01-27,S004,Momo,,2025-01-27
T001913,C00523,2025-12-02,S018,Cash,0.0,2025-12-02
T001914,C00036,2025-07-21,S018,Bank Transfer,0.0,2025-07-21
T001915,C00214,2025-09-06,S006,ZaloPay,0.0,2025-09-06
T001916,C00107,2026-01-26,S023,Credit Card,0.25,2026-01-26
T001917,C00025,2025-10-14,S010,ZaloPay,0.15,2025-10-14
T001918,C00061,2024-09-27,S001,Bank Transfer,0.15,2024-09-27
T001919,C00522,2026-02-14,S013,Momo,0.05,2026-02-14
T001920,C00399,2025-04-15,S019,Momo,0.0,2025-04-15
T001921,C00136,2025-01-28,S002,Momo,0.1,2025-01-28
T001922,C00060,2026-01-03,S007,Momo,0.0,2026-01-03
T001923,C00105,2026-02-17,S013,VNPay,0.0,2026-02-17
T001924,C00530,2026-03-25,S011,Momo,0.3,2026-03-25
T001925,C00457,2025-02-22,S019,Cash,0.15,2025-02-22
T001926,C00195,2026-01-13,S008,ZaloPay,0.0,2026-01-13
T001927,C00012,2025-01-23,S021,Momo,0.0,2025-01-23
T001928,C00076,2025-10-26,S009,Credit Card,0.0,2025-10-26
T001929,C00349,2024-10-18,S016,Bank Transfer,0.05,2024-10-18
T001930,C00119,2025-08-30,S005,,0.05,2025-08-30
T001931,C00755,2025-11-04,S012,ZaloPay,0.15,2025-11-04
T001932,C00014,2025-11-16,S004,Credit Card,0.25,2025-11-16
T001933,C00167,2025-11-03,S006,Bank Transfer,0.05,2025-11-03
T001934,C00531,2025-11-17,S016,Bank Transfer,0.05,2025-11-17
T001935,C00049,2024-06-21,S002,VNPay,0.15,2024-06-21
T001936,C00133,2025-04-08,S017,VNPay,0.1,2025-04-08
T001937,C00457,2024-10-07,S019,,0.1,2024-10-07
T001938,C00007,2026-02-03,S013,VNPay,0.3,2026-02-03
T001939,C00186,2025-08-06,S007,ZaloPay,0.0,2025-08-06
T001940,C00006,2024-10-27,S017,Credit Card,0.0,2024-10-27
T001941,C00261,2024-05-06,S014,Gold,0.0,2024-05-06
T001942,C00503,2026-02-03,S024,VNPay,0.1,2026-02-03
T001943,C00402,2024-02-12,S002,Bitcoin,0.0,2024-02-12
T001944,C00038,2025-06-30,S024,ZaloPay,0.05,2025-06-30
T001945,C00067,2026-02-20,S019,Cash,0.0,2026-02-20
T001946,C00122,2026-03-15,S001,Bank Transfer,0.0,2026-03-15
T001947,C00224,2026-03-19,S015,VNPay,0.2,2026-03-19
T001948,C00143,2024-03-17,S013,ZaloPay,0.15,2024-03-17
T001949,C00443,2025-08-06,S018,Momo,0.1,2025-08-06
T001950,C00077,2026-03-14,S019,VNPay,0.0,2026-03-14
T001951,C00668,2025-08-24,S003,VNPay,0.0,2025-08-24
T001952,C00289,2025-05-27,S017,Momo,0.2,2025-05-27
T001953,C00741,2024-03-28,S001,,0.0,2024-03-28
T001954,C00313,2025-06-19,S019,Momo,0.2,2025-06-19
T001955,C00196,2025-02-04,S023,Cash,0.0,2025-02-04
T001956,C00753,2025-06-25,S017,VNPay,0.0,2025-06-25
T001957,C00268,2025-08-20,S001,Momo,0.05,2025-08-20
T001958,C00117,2024-07-01,S012,Unknown,0.05,2024-07-01
T001959,C00038,2023-12-10,S003,Credit Card,0.2,2023-12-10
T001960,C00290,2025-12-21,S004,,0.0,2025-12-21
T001961,C00005,2025-03-19,S002,Momo,0.2,2025-03-19
T001962,C00148,2023-11-12,S003,Gold,0.15,2023-11-12
T001963,C00093,2025-02-18,S024,Credit Card,0.0,2025-02-18
T001964,C00116,2025-02-06,S009,Momo,0.3,2025-02-06
T001965,C00515,2024-12-11,S025,,0.0,2024-12-11
T001966,C00194,2025-01-08,S015,VNPay,0.0,2025-01-08
T001967,C00001,2025-10-17,S012,Momo,0.3,2025-10-17
T001968,C00533,2024-07-23,S008,Bank Transfer,0.15,2024-07-23
T001969,C00788,2026-02-20,S004,Momo,0.25,2026-02-20
T001970,C00605,2024-06-07,S005,Credit Card,0.0,2024-06-07
T001971,C00259,2024-11-23,S020,Bank Transfer,0.1,2024-11-23
T001972,C00306,2024-05-19,S001,Credit Card,0.05,2024-05-19
T001973,C00368,2024-04-24,S010,Credit Card,0.0,2024-04-24
T001974,C00558,2025-07-21,S002,Bank Transfer,0.3,2025-07-21
T001975,C00710,2026-02-23,S024,Credit Card,0.0,2026-02-23
T001976,C00209,2025-08-26,S001,ZaloPay,0.25,2025-08-26
T001977,C00373,2025-09-26,S025,Bank Transfer,0.15,2025-09-26
T001978,C00620,2025-06-14,S008,ZaloPay,0.0,2025-06-14
T001979,C00675,2025-07-13,S001,,0.05,2025-07-13
T001980,C00494,2025-09-07,S003,ZaloPay,0.0,2025-09-07
T001981,C00004,2025-11-17,S004,ZaloPay,0.0,2025-11-17
T001982,C00094,2026-01-30,S021,Credit Card,0.05,2026-01-30
T001983,C00146,2025-04-11,S003,Credit Card,0.0,2025-04-11
T001984,C00524,2025-12-26,S004,Bank Transfer,0.3,2025-12-26
T001985,C00096,2026-01-06,S004,,0.0,2026-01-06
T001986,C00075,2025-05-12,S021,Bank Transfer,0.25,2025-05-12
T001987,C00405,2024-01-13,S021,Momo,,2024-01-13
T001988,C00182,2024-12-02,S001,VNPay,0.0,2024-12-02
T001989,C00767,2026-02-14,S008,Bank Transfer,0.0,2026-02-14
T001990,C00480,2025-01-01,S005,VNPay,0.25,2025-01-01
T001991,C00113,2026-03-16,S014,Credit Card,0.0,2026-03-16
T001992,C00308,2025-12-23,S012,Credit Card,0.15,2025-12-23
T001993,C00051,2024-09-28,S006,ZaloPay,0.0,2024-09-28
T001994,C00059,2025-03-20,S009,ZaloPay,0.25,2025-03-20
T001995,C00080,2024-03-03,S023,Bank Transfer,0.0,2024-03-03
T001996,C00008,2024-01-24,S024,Momo,0.05,2024-01-24
T001997,C00125,2024-01-04,S007,Credit Card,0.0,2024-01-04
T001998,C00696,2025-04-06,S005,ZaloPay,0.15,2025-04-06
T001999,C00002,2025-05-30,S010,ZaloPay,0.3,2025-05-30
T002000,C00594,2025-12-23,S016,VNPay,0.0,2025-12-23
T002001,C00327,2026-03-04,S023,Credit Card,0.0,2026-03-04
T002002,C00003,2026-01-28,S004,,0.0,2026-01-28
T002003,C00338,2025-09-17,S004,Momo,0.1,2025-09-17
T002004,C00630,2024-07-01,S016,Credit Card,0.0,2024-07-01
T002005,C00295,2025-01-07,S012,Bank Transfer,0.0,2025-01-07
T002006,C00623,2025-07-30,S025,Momo,0.0,2025-07-30
T002007,C00009,2025-06-02,S015,ZaloPay,0.0,2025-06-02
T002008,C00638,2024-06-25,S004,ZaloPay,0.05,2024-06-25
T002009,C00152,2024-08-20,S007,ZaloPay,0.1,2024-08-20
T002010,C00216,2025-01-20,S015,Momo,0.0,2025-01-20
T002011,C00213,2024-12-15,S013,VNPay,0.0,2024-12-15
T002012,C00327,2025-03-17,S005,VNPay,0.0,2025-03-17
T002013,C00084,2025-12-18,S013,,0.0,2025-12-18
T002014,C00071,2026-02-28,S013,Momo,0.05,2026-02-28
T002015,C00711,2025-12-24,S002,Credit Card,0.25,2025-12-24
T002016,C00240,2023-12-08,S006,Momo,0.3,2023-12-08
T002017,C00045,2025-11-12,S001,Momo,0.2,2025-11-12
T002018,C00561,2026-01-08,S007,ZaloPay,0.25,2026-01-08
T002019,C00358,2025-06-21,S016,Momo,0.0,2025-06-21
T002020,C00645,2025-03-02,S007,Momo,0.3,2025-03-02
T002021,C00091,2025-06-22,S006,Credit Card,0.25,2025-06-22
T002022,C00010,2025-12-13,S015,ZaloPay,0.25,2025-12-13
T002023,C00114,2025-08-14,S018,Bitcoin,0.0,2025-08-14
T002024,C00023,2025-03-21,S004,Credit Card,0.2,2025-03-21
T002025,C00492,2024-10-17,S006,VNPay,0.0,2024-10-17
T002026,C00408,2024-10-24,S004,Bank Transfer,0.0,2024-10-24
T002027,C00010,2026-01-30,S015,,0.0,2026-01-30
T002028,C00421,2024-10-14,S011,Momo,0.0,2024-10-14
T002029,C00118,2024-11-19,S009,Credit Card,0.2,2024-11-19
T002030,C00036,2025-06-18,S015,Bank Transfer,0.0,2025-06-18
T002031,C00051,2025-03-13,S025,Cash,,2025-03-13
T002032,C00201,2025-08-04,S025,Bank Transfer,0.0,2025-08-04
T002033,C00461,2025-10-18,S013,Credit Card,0.0,2025-10-18
T002034,C00056,2025-08-08,S023,ZaloPay,0.1,2025-08-08
T002035,C00027,2026-01-16,S019,Bank Transfer,0.0,2026-01-16
T002036,C00121,2026-02-04,S017,Momo,0.05,2026-02-04
T002037,C00412,2024-07-02,S006,Cash,0.15,2024-07-02
T002038,C00024,2025-01-30,S025,Momo,0.0,2025-01-30
T002039,C00138,2024-11-06,S019,Credit Card,0.0,2024-11-06
T002040,C00022,2024-10-30,S008,Credit Card,0.0,2024-10-30
T002041,C00431,2025-06-12,S004,ZaloPay,0.0,2025-06-12
T002042,C00266,2025-03-04,S023,Credit Card,0.2,2025-03-04
T002043,C00602,2025-04-13,S006,Credit Card,0.05,2025-04-13
T002044,C00519,2025-02-19,S004,ZaloPay,0.0,2025-02-19
T002045,C00430,2025-04-09,S015,ZaloPay,0.2,2025-04-09
T002046,C00064,2024-08-23,S013,Bank Transfer,0.0,2024-08-23
T002047,C00538,2025-06-28,S021,,0.2,2025-06-28
T002048,C00213,2026-01-25,S013,Momo,0.0,2026-01-25
T002049,C00541,2024-12-01,S016,,0.0,2024-12-01
T002050,C00116,2025-07-29,S005,VNPay,0.0,2025-07-29
T002051,C00095,2025-05-24,S018,Credit Card,0.0,2025-05-24
T002052,C00582,2025-09-11,S001,ZaloPay,0.0,2025-09-11
T002053,C00082,2025-07-13,S004,Credit Card,0.0,2025-07-13
T002054,C00192,2026-02-01,S009,Credit Card,0.2,2026-02-01
T002055,C00657,2024-03-02,S018,Momo,0.3,2024-03-02
T002056,C00119,2025-03-11,S001,Bank Transfer,0.15,2025-03-11
T002057,C00316,2024-03-13,S019,Credit Card,0.0,2024-03-13
T002058,C00430,2025-04-16,S006,VNPay,0.1,2025-04-16
T002059,C00541,2025-06-25,S002,VNPay,0.0,2025-06-25
T002060,C00678,2025-09-20,S006,ZaloPay,0.3,2025-09-20
T002061,C00062,2025-12-25,S005,Momo,0.2,2025-12-25
T002062,C00800,2025-09-14,S021,ZaloPay,0.3,2025-09-14
T002063,C00405,2023-12-29,S025,Credit Card,0.15,2023-12-29
T002064,C00217,2026-01-09,S019,Credit Card,0.0,2026-01-09
T002065,C00036,2025-01-20,S003,VNPay,0.2,2025-01-20
T002066,C00334,2024-11-27,S013,Bank Transfer,0.3,2024-11-27
T002067,C00121,2025-07-10,S009,Bank Transfer,0.0,2025-07-10
T002068,C00732,2023-11-13,S002,Momo,0.3,2023-11-13
T002069,C00164,2025-05-26,S019,Momo,0.0,2025-05-26
T002070,C00448,2025-04-02,S003,Credit Card,0.05,2025-04-02
T002071,C00140,2025-10-24,S011,ZaloPay,0.0,2025-10-24
T002072,C00429,2025-07-29,S016,ZaloPay,0.0,2025-07-29
T002073,C00023,2024-10-14,S007,Credit Card,0.05,2024-10-14
T002074,C00235,2024-09-28,S022,Momo,0.0,2024-09-28
T002075,C00026,2025-02-01,S023,Momo,0.05,2025-02-01
T002076,C00096,2026-02-12,S007,Bank Transfer,0.0,2026-02-12
T002077,C00336,2023-11-11,S025,VNPay,0.05,2023-11-11
T002078,C00213,2024-12-10,S020,Bank Transfer,0.0,2024-12-10
T002079,C00131,2026-01-16,S003,VNPay,0.2,2026-01-16
T002080,C00142,2025-06-04,S006,,0.15,2025-06-04
T002081,C00035,2026-02-07,S003,Momo,0.1,2026-02-07
T002082,C00501,2025-09-21,S017,Momo,0.2,2025-09-21
T002083,C00038,2024-12-29,S025,VNPay,0.0,2024-12-29
T002084,C00089,2025-08-16,S015,Bank Transfer,0.0,2025-08-16
T002085,C00293,2025-10-03,S021,,0.1,2025-10-03
T002086,C00100,2026-01-14,S019,Cash,0.0,2026-01-14
T002087,C00160,2025-09-09,S009,,0.05,2025-09-09
T002088,C00726,2024-09-02,S014,Momo,0.0,2024-09-02
T002089,C00059,2025-03-18,S002,Bank Transfer,0.3,2025-03-18
T002090,C00532,2026-01-16,S014,Momo,0.1,2026-01-16
T002091,C00435,2026-03-18,S012,Credit Card,0.0,2026-03-18
T002092,C00783,2025-10-26,S020,Credit Card,0.0,2025-10-26
T002093,C00177,2025-12-09,S001,ZaloPay,0.15,2025-12-09
T002094,C00620,2025-06-29,S002,Momo,0.0,2025-06-29
T002095,C00055,2024-12-13,S019,Credit Card,,2024-12-13
T002096,C00132,2025-08-23,S013,Credit Card,0.3,2025-08-23
T002097,C00644,2026-02-17,S019,Cash,0.0,2026-02-17
T002098,C00065,2025-10-23,S025,Bank Transfer,0.25,2025-10-23
T002099,C00226,2025-10-22,S019,Momo,0.0,2025-10-22
T002100,C00605,2026-02-23,S001,ZaloPay,0.0,2026-02-23
T002101,C00110,2025-12-29,S018,Cash,0.3,2025-12-29
T002102,C00347,2025-01-11,S001,Momo,0.05,2025-01-11
T002103,C00696,2026-02-11,S022,Bank Transfer,,2026-02-11
T002104,C00381,2024-12-10,S020,VNPay,0.25,2024-12-10
T002105,C00335,2025-05-29,S023,Bitcoin,0.0,2025-05-29
T002106,C00278,2024-04-08,S020,Bank Transfer,0.0,2024-04-08
T002107,C00241,2026-02-28,S003,ZaloPay,0.0,2026-02-28
T002108,C00178,2025-08-21,S010,,0.2,2025-08-21
T002109,C00153,2024-12-31,S020,Bank Transfer,0.15,2024-12-31
T002110,C00672,2025-05-29,S006,???,0.0,2025-05-29
T002111,C00159,2026-02-17,S015,ZaloPay,0.0,2026-02-17
T002112,C00179,2026-02-13,S011,Bank Transfer,0.15,2026-02-13
T002113,C00698,2025-10-20,S024,VNPay,0.0,2025-10-20
T002114,C00200,2025-05-17,S014,Credit Card,0.0,2025-05-17
T002115,C00397,2025-03-30,S002,Credit Card,0.25,2025-03-30
T002116,C00333,2025-01-09,S018,Momo,0.25,2025-01-09
T002117,C00065,2026-02-28,S022,VNPay,0.0,2026-02-28
T002118,C00166,2024-11-12,S003,Credit Card,0.15,2024-11-12
T002119,C00318,2025-04-15,S004,Bank Transfer,0.1,2025-04-15
T002120,C00003,2025-05-11,S008,Bank Transfer,0.0,2025-05-11
T002121,C00256,2024-12-06,S009,Momo,0.0,2024-12-06
T002122,C00095,2025-06-20,S024,VNPay,0.25,2025-06-20
T002123,C00480,2025-09-20,S008,Momo,0.0,2025-09-20
T002124,C00328,2024-12-22,S023,Bank Transfer,0.0,2024-12-22
T002125,C00551,2025-11-29,S008,Momo,0.0,2025-11-29
T002126,C00098,2025-08-27,S014,Credit Card,0.15,2025-08-27
T002127,C00799,2025-05-17,S009,ZaloPay,0.0,2025-05-17
T002128,C00692,2025-09-06,S015,Bank Transfer,0.0,2025-09-06
T002129,C00519,2024-11-21,S014,Bank Transfer,0.05,2024-11-21
T002130,C00187,2025-12-02,S012,VNPay,,2025-12-02
T002131,C00007,2025-01-05,S009,Bank Transfer,0.2,2025-01-05
T002132,C00053,2026-03-14,S019,Cash,0.0,2026-03-14
T002133,C00059,2025-09-26,S019,Credit Card,0.05,2025-09-26
T002134,C00200,2026-03-04,S019,Bank Transfer,0.3,2026-03-04
T002135,C00097,2025-09-23,S018,ZaloPay,0.1,2025-09-23
T002136,C00118,2025-01-17,S025,Momo,0.0,2025-01-17
T002137,C00249,2025-08-27,S020,ZaloPay,0.0,2025-08-27
T002138,C00607,2024-05-17,S001,Credit Card,0.0,2024-05-17
T002139,C00476,2024-06-10,S020,Momo,0.0,2024-06-10
T002140,C00027,2026-01-23,S017,Credit Card,0.0,2026-01-23
T002141,C00397,2025-08-06,S014,Gold,0.0,2025-08-06
T002142,C00198,2026-02-09,S002,???,0.0,2026-02-09
T002143,C00619,2025-06-18,S014,VNPay,0.0,2025-06-18
T002144,C00073,2025-07-30,S025,VNPay,0.0,2025-07-30
T002145,C00444,2025-07-28,S016,VNPay,0.0,2025-07-28
T002146,C00330,2026-03-04,S004,Bank Transfer,0.15,2026-03-04
T002147,C00734,2026-02-02,S024,Cash,0.0,2026-02-02
T002148,C00367,2025-05-25,S022,Bank Transfer,0.0,2025-05-25
T002149,C00063,2025-03-31,S016,Credit Card,0.25,2025-03-31
T002150,C00580,2024-10-19,S002,Credit Card,0.05,2024-10-19
T002151,C00476,2025-03-10,S023,VNPay,,2025-03-10
T002152,C00220,2025-04-27,S007,Momo,0.0,2025-04-27
T002153,C00559,2025-10-20,S009,Bank Transfer,0.0,2025-10-20
T002154,C00096,2026-01-20,S018,Credit Card,0.0,2026-01-20
T002155,C00403,2025-07-03,S023,Momo,0.05,2025-07-03
T002156,C00061,2024-06-01,S021,VNPay,0.3,2024-06-01
T002157,C00161,2024-09-21,S009,Credit Card,0.05,2024-09-21
