transaction_id,customer_id,transaction_date,store_id,payment_method,discount_applied,transaction_date_clean,gross_amount,total_amount
T001931,C00755,2025-11-04,S012,ZaloPay,0.15,2025-11-04,21488000.0,18264800.0
T001932,C00014,2025-11-16,S004,Credit Card,0.25,2025-11-16,4645000.0,3483750.0
T001933,C00167,2025-11-03,S006,Bank Transfer,0.05,2025-11-03,17695000.0,16810250.0
T001934,C00531,2025-11-17,S016,Bank Transfer,0.05,2025-11-17,478000.0,454100.0
T001935,C00049,2024-06-21,S002,VNPay,0.15,2024-06-21,12999000.0,11049150.0
T001936,C00133,2025-04-08,S017,VNPay,0.1,2025-04-08,0.0,0.0
T001937,C00457,2024-10-07,S019,,0.1,2024-10-07,2902000.0,2611800.0
T001938,C00007,2026-02-03,S013,VNPay,0.3,2026-02-03,0.0,0.0
T001939,C00186,2025-08-06,S007,ZaloPay,0.0,2025-08-06,27082000.0,27082000.0
T001940,C00006,2024-10-27,S017,Credit Card,0.0,2024-10-27,1405000.0,1405000.0
T001941,C00261,2024-05-06,S014,Gold,0.0,2024-05-06,1765000.0,1765000.0
T001942,C00503,2026-02-03,S024,VNPay,0.1,2026-02-03,26705000.0,24034500.0
T001943,C00402,2024-02-12,S002,Bitcoin,0.0,2024-02-12,1488000.0,1488000.0
T001944,C00038,2025-06-30,S024,ZaloPay,0.05,2025-06-30,6427000.0,6105650.0
T001945,C00067,2026-02-20,S019,Cash,0.0,2026-02-20,2418000.0,2418000.0
T001946,C00122,2026-03-15,S001,Bank Transfer,0.0,2026-03-15,3054000.0,3054000.0
T001947,C00224,2026-03-19,S015,VNPay,0.2,2026-03-19,0.0,0.0
T001948,C00143,2024-03-17,S013,ZaloPay,0.15,2024-03-17,0.0,0.0
T001949,C00443,2025-08-06,S018,Momo,0.1,2025-08-06,716000.0,644400.0
T001950,C00077,2026-03-14,S019,VNPay,0.0,2026-03-14,10549000.0,10549000.0
T001951,C00668,2025-08-24,S003,VNPay,0.0,2025-08-24,1272000.0,1272000.0
T001952,C00289,2025-05-27,S017,Momo,0.2,2025-05-27,18717000.0,14973600.0
T001953,C00741,2024-03-28,S001,,0.0,2024-03-28,7300000.0,7300000.0
T001954,C00313,2025-06-19,S019,Momo,0.2,2025-06-19,6252000.0,5001600.0
T001955,C00196,2025-02-04,S023,Cash,0.0,2025-02-04,24539000.0,24539000.0
T001956,C00753,2025-06-25,S017,VNPay,0.0,2025-06-25,6285000.0,6285000.0
T001957,C00268,2025-08-20,S001,Momo,0.05,2025-08-20,63466000.0,60292700.0
T001958,C00117,2024-07-01,S012,Unknown,0.05,2024-07-01,6447000.0,6124650.0
T001959,C00038,2023-12-10,S003,Credit Card,0.2,2023-12-10,3164000.0,2531200.0
T001960,C00290,2025-12-21,S004,,0.0,2025-12-21,8900000.0,8900000.0
T001961,C00005,2025-03-19,S002,Momo,0.2,2025-03-19,9799000.0,7839200.0
T001962,C00148,2023-11-12,S003,Gold,0.15,2023-11-12,2514000.0,2136900.0
T001963,C00093,2025-02-18,S024,Credit Card,0.0,2025-02-18,5821000.0,5821000.0
T001964,C00116,2025-02-06,S009,Momo,0.3,2025-02-06,37788000.0,26451600.0
T001965,C00515,2024-12-11,S025,,0.0,2024-12-11,50112000.0,50112000.0
T001966,C00194,2025-01-08,S015,VNPay,0.0,2025-01-08,13899000.0,13899000.0
T001967,C00001,2025-10-17,S012,Momo,0.3,2025-10-17,2652000.0,1856399.9999999998
T001968,C00533,2024-07-23,S008,Bank Transfer,0.15,2024-07-23,6077000.0,5165450.0
T001969,C00788,2026-02-20,S004,Momo,0.25,2026-02-20,40868000.0,30651000.0
T001970,C00605,2024-06-07,S005,Credit Card,0.0,2024-06-07,1004000.0,1004000.0
T001971,C00259,2024-11-23,S020,Bank Transfer,0.1,2024-11-23,8448000.0,7603200.0
T001972,C00306,2024-05-19,S001,Credit Card,0.05,2024-05-19,1377000.0,1308150.0
T001973,C00368,2024-04-24,S010,Credit Card,0.0,2024-04-24,2523000.0,2523000.0
T001974,C00558,2025-07-21,S002,Bank Transfer,0.3,2025-07-21,29196000.0,20437200.0
T001975,C00710,2026-02-23,S024,Credit Card,0.0,2026-02-23,2997000.0,2997000.0
T001976,C00209,2025-08-26,S001,ZaloPay,0.25,2025-08-26,11938000.0,8953500.0
T001977,C00373,2025-09-26,S025,Bank Transfer,0.15,2025-09-26,8092000.0,6878200.0
T001978,C00620,2025-06-14,S008,ZaloPay,0.0,2025-06-14,24403000.0,24403000.0
T001979,C00675,2025-07-13,S001,,0.05,2025-07-13,606000.0,575700.0
T001980,C00494,2025-09-07,S003,ZaloPay,0.0,2025-09-07,1453000.0,1453000.0
T001981,C00004,2025-11-17,S004,ZaloPay,0.0,2025-11-17,21840000.0,21840000.0
T001982,C00094,2026-01-30,S021,Credit Card,0.05,2026-01-30,108580000.0,103151000.0
T001983,C00146,2025-04-11,S003,Credit Card,0.0,2025-04-11,2992000.0,2992000.0
T001984,C00524,2025-12-26,S004,Bank Transfer,0.3,2025-12-26,66762000.0,46733400.0
T001985,C00096,2026-01-06,S004,,0.0,2026-01-06,67130000.0,67130000.0
T001986,C00075,2025-05-12,S021,Bank Transfer,0.25,2025-05-12,2172000.0,1629000.0
T001987,C00405,2024-01-13,S021,Momo,0.0,2024-01-13,3671000.0,3671000.0
T001988,C00182,2024-12-02,S001,VNPay,0.0,2024-12-02,60554000.0,60554000.0
T001989,C00767,2026-02-14,S008,Bank Transfer,0.0,2026-02-14,151975000.0,151975000.0
T001990,C00480,2025-01-01,S005,VNPay,0.25,2025-01-01,10982000.0,8236500.0
T001991,C00113,2026-03-16,S014,Credit Card,0.0,2026-03-16,9663000.0,9663000.0
T001992,C00308,2025-12-23,S012,Credit Card,0.15,2025-12-23,20479000.0,17407150.0
T001993,C00051,2024-09-28,S006,ZaloPay,0.0,2024-09-28,130166000.0,130166000.0
T001994,C00059,2025-03-20,S009,ZaloPay,0.25,2025-03-20,92617000.0,69462750.0
T001995,C00080,2024-03-03,S023,Bank Transfer,0.0,2024-03-03,2358000.0,2358000.0
T001996,C00008,2024-01-24,S024,Momo,0.05,2024-01-24,711000.0,675450.0
T001997,C00125,2024-01-04,S007,Credit Card,0.0,2024-01-04,16676000.0,16676000.0
T001998,C00696,2025-04-06,S005,ZaloPay,0.15,2025-04-06,113000.0,96050.0
T001999,C00002,2025-05-30,S010,ZaloPay,0.3,2025-05-30,5086000.0,3560200.0
T002000,C00594,2025-12-23,S016,VNPay,0.0,2025-12-23,6960000.0,6960000.0
T002001,C00327,2026-03-04,S023,Credit Card,0.0,2026-03-04,103000.0,103000.0
T002002,C00003,2026-01-28,S004,,0.0,2026-01-28,13794000.0,13794000.0
T002003,C00338,2025-09-17,S004,Momo,0.1,2025-09-17,3067000.0,2760300.0
T002004,C00630,2024-07-01,S016,Credit Card,0.0,2024-07-01,644000.0,644000.0
T002005,C00295,2025-01-07,S012,Bank Transfer,0.0,2025-01-07,74194000.0,74194000.0
T002006,C00623,2025-07-30,S025,Momo,0.0,2025-07-30,198000.0,198000.0
T002007,C00009,2025-06-02,S015,ZaloPay,0.0,2025-06-02,0.0,0.0
T002008,C00638,2024-06-25,S004,ZaloPay,0.05,2024-06-25,3082000.0,2927900.0
T002009,C00152,2024-08-20,S007,ZaloPay,0.1,2024-08-20,1128000.0,1015200.0
T002010,C00216,2025-01-20,S015,Momo,0.0,2025-01-20,339000.0,339000.0
T002011,C00213,2024-12-15,S013,VNPay,0.0,2024-12-15,760000.0,760000.0
T002012,C00327,2025-03-17,S005,VNPay,0.0,2025-03-17,104516000.0,104516000.0
T002013,C00084,2025-12-18,S013,,0.0,2025-12-18,3668000.0,3668000.0
T002014,C00071,2026-02-28,S013,Momo,0.05,2026-02-28,36186000.0,34376700.0
T002015,C00711,2025-12-24,S002,Credit Card,0.25,2025-12-24,12368000.0,9276000.0
T002016,C00240,2023-12-08,S006,Momo,0.3,2023-12-08,338000.0,236599.99999999997
T002017,C00045,2025-11-12,S001,Momo,0.2,2025-11-12,20007000.0,16005600.0
T002018,C00561,2026-01-08,S007,ZaloPay,0.25,2026-01-08,503000.0,377250.0
T002019,C00358,2025-06-21,S016,Momo,0.0,2025-06-21,55752000.0,55752000.0
T002020,C00645,2025-03-02,S007,Momo,0.3,2025-03-02,282000.0,197400.0
T002021,C00091,2025-06-22,S006,Credit Card,0.25,2025-06-22,23000.0,17250.0
T002022,C00010,2025-12-13,S015,ZaloPay,0.25,2025-12-13,19201000.0,14400750.0
T002023,C00114,2025-08-14,S018,Bitcoin,0.0,2025-08-14,36145000.0,36145000.0
T002024,C00023,2025-03-21,S004,Credit Card,0.2,2025-03-21,3740000.0,2992000.0
T002025,C00492,2024-10-17,S006,VNPay,0.0,2024-10-17,415000.0,415000.0
T002026,C00408,2024-10-24,S004,Bank Transfer,0.0,2024-10-24,6589000.0,6589000.0
T002027,C00010,2026-01-30,S015,,0.0,2026-01-30,0.0,0.0
T002028,C00421,2024-10-14,S011,Momo,0.0,2024-10-14,6490000.0,6490000.0
T002029,C00118,2024-11-19,S009,Credit Card,0.2,2024-11-19,21488000.0,17190400.0
T002030,C00036,2025-06-18,S015,Bank Transfer,0.0,2025-06-18,9750000.0,9750000.0
T002031,C00051,2025-03-13,S025,Cash,0.0,2025-03-13,21880000.0,21880000.0
T002032,C00201,2025-08-04,S025,Bank Transfer,0.0,2025-08-04,23876000.0,23876000.0
T002033,C00461,2025-10-18,S013,Credit Card,0.0,2025-10-18,52720000.0,52720000.0
T002034,C00056,2025-08-08,S023,ZaloPay,0.1,2025-08-08,10986000.0,9887400.0
T002035,C00027,2026-01-16,S019,Bank Transfer,0.0,2026-01-16,161000.0,161000.0
T002036,C00121,2026-02-04,S017,Momo,0.05,2026-02-04,46405000.0,44084750.0
T002037,C00412,2024-07-02,S006,Cash,0.15,2024-07-02,37158000.0,31584300.0
T002038,C00024,2025-01-30,S025,Momo,0.0,2025-01-30,42447000.0,42447000.0
T002039,C00138,2024-11-06,S019,Credit Card,0.0,2024-11-06,9540000.0,9540000.0
T002040,C00022,2024-10-30,S008,Credit Card,0.0,2024-10-30,4491000.0,4491000.0
T002041,C00431,2025-06-12,S004,ZaloPay,0.0,2025-06-12,57298000.0,57298000.0
T002042,C00266,2025-03-04,S023,Credit Card,0.2,2025-03-04,9745000.0,7796000.0
T002043,C00602,2025-04-13,S006,Credit Card,0.05,2025-04-13,105015000.0,99764250.0
T002044,C00519,2025-02-19,S004,ZaloPay,0.0,2025-02-19,21874000.0,21874000.0
T002045,C00430,2025-04-09,S015,ZaloPay,0.2,2025-04-09,2020000.0,1616000.0
T002046,C00064,2024-08-23,S013,Bank Transfer,0.0,2024-08-23,14512000.0,14512000.0
T002047,C00538,2025-06-28,S021,,0.2,2025-06-28,1419000.0,1135200.0
T002048,C00213,2026-01-25,S013,Momo,0.0,2026-01-25,26866000.0,26866000.0
T002049,C00541,2024-12-01,S016,,0.0,2024-12-01,1913000.0,1913000.0
T002050,C00116,2025-07-29,S005,VNPay,0.0,2025-07-29,7009000.0,7009000.0
T002051,C00095,2025-05-24,S018,Credit Card,0.0,2025-05-24,17352000.0,17352000.0
T002052,C00582,2025-09-11,S001,ZaloPay,0.0,2025-09-11,0.0,0.0
T002053,C00082,2025-07-13,S004,Credit Card,0.0,2025-07-13,1668000.0,1668000.0
T002054,C00192,2026-02-01,S009,Credit Card,0.2,2026-02-01,5158000.0,4126400.0
T002055,C00657,2024-03-02,S018,Momo,0.3,2024-03-02,9750000.0,6825000.0
T002056,C00119,2025-03-11,S001,Bank Transfer,0.15,2025-03-11,0.0,0.0
T002057,C00316,2024-03-13,S019,Credit Card,0.0,2024-03-13,6084000.0,6084000.0
T002058,C00430,2025-04-16,S006,VNPay,0.1,2025-04-16,5850000.0,5265000.0
T002059,C00541,2025-06-25,S002,VNPay,0.0,2025-06-25,6443000.0,6443000.0
T002060,C00678,2025-09-20,S006,ZaloPay,0.3,2025-09-20,3120000.0,2184000.0
T002061,C00062,2025-12-25,S005,Momo,0.2,2025-12-25,1887000.0,1509600.0
T002062,C00800,2025-09-14,S021,ZaloPay,0.3,2025-09-14,12357000.0,8649900.0
T002063,C00405,2023-12-29,S025,Credit Card,0.15,2023-12-29,6932000.0,5892200.0
T002064,C00217,2026-01-09,S019,Credit Card,0.0,2026-01-09,31796000.0,31796000.0
T002065,C00036,2025-01-20,S003,VNPay,0.2,2025-01-20,48475000.0,38780000.0
T002066,C00334,2024-11-27,S013,Bank Transfer,0.3,2024-11-27,25356000.0,17749200.0
T002067,C00121,2025-07-10,S009,Bank Transfer,0.0,2025-07-10,34499000.0,34499000.0
T002068,C00732,2023-11-13,S002,Momo,0.3,2023-11-13,348000.0,243599.99999999997
T002069,C00164,2025-05-26,S019,Momo,0.0,2025-05-26,12734000.0,12734000.0
T002070,C00448,2025-04-02,S003,Credit Card,0.05,2025-04-02,178158000.0,169250100.0
T002071,C00140,2025-10-24,S011,ZaloPay,0.0,2025-10-24,21488000.0,21488000.0
T002072,C00429,2025-07-29,S016,ZaloPay,0.0,2025-07-29,11965000.0,11965000.0
T002073,C00023,2024-10-14,S007,Credit Card,0.05,2024-10-14,0.0,0.0
T002074,C00235,2024-09-28,S022,Momo,0.0,2024-09-28,34942000.0,34942000.0
T002075,C00026,2025-02-01,S023,Momo,0.05,2025-02-01,1746000.0,1658700.0
T002076,C00096,2026-02-12,S007,Bank Transfer,0.0,2026-02-12,2204000.0,2204000.0
T002077,C00336,2023-11-11,S025,VNPay,0.05,2023-11-11,2244000.0,2131800.0
T002078,C00213,2024-12-10,S020,Bank Transfer,0.0,2024-12-10,3485000.0,3485000.0
T002079,C00131,2026-01-16,S003,VNPay,0.2,2026-01-16,14451000.0,11560800.0
T002080,C00142,2025-06-04,S006,,0.15,2025-06-04,108000.0,91800.0
T002081,C00035,2026-02-07,S003,Momo,0.1,2026-02-07,21103000.0,18992700.0
T002082,C00501,2025-09-21,S017,Momo,0.2,2025-09-21,2550000.0,2040000.0
T002083,C00038,2024-12-29,S025,VNPay,0.0,2024-12-29,12085000.0,12085000.0
T002084,C00089,2025-08-16,S015,Bank Transfer,0.0,2025-08-16,2736000.0,2736000.0
T002085,C00293,2025-10-03,S021,,0.1,2025-10-03,38511000.0,34659900.0
T002086,C00100,2026-01-14,S019,Cash,0.0,2026-01-14,2590000.0,2590000.0
T002087,C00160,2025-09-09,S009,,0.05,2025-09-09,2256000.0,2143200.0
T002088,C00726,2024-09-02,S014,Momo,0.0,2024-09-02,402000.0,402000.0
T002089,C00059,2025-03-18,S002,Bank Transfer,0.3,2025-03-18,10702000.0,7491399.999999999
T002090,C00532,2026-01-16,S014,Momo,0.1,2026-01-16,515000.0,463500.0
T002091,C00435,2026-03-18,S012,Credit Card,0.0,2026-03-18,0.0,0.0
T002092,C00783,2025-10-26,S020,Credit Card,0.0,2025-10-26,1414000.0,1414000.0
T002093,C00177,2025-12-09,S001,ZaloPay,0.15,2025-12-09,43940000.0,37349000.0
T002094,C00620,2025-06-29,S002,Momo,0.0,2025-06-29,9664000.0,9664000.0
T002095,C00055,2024-12-13,S019,Credit Card,0.0,2024-12-13,52156000.0,52156000.0
T002096,C00132,2025-08-23,S013,Credit Card,0.3,2025-08-23,9840000.0,6888000.0
T002097,C00644,2026-02-17,S019,Cash,0.0,2026-02-17,34050000.0,34050000.0
T002098,C00065,2025-10-23,S025,Bank Transfer,0.25,2025-10-23,0.0,0.0
T002099,C00226,2025-10-22,S019,Momo,0.0,2025-10-22,8825000.0,8825000.0
T002100,C00605,2026-02-23,S001,ZaloPay,0.0,2026-02-23,55610000.0,55610000.0
T002101,C00110,2025-12-29,S018,Cash,0.3,2025-12-29,1508000.0,1055600.0
T002102,C00347,2025-01-11,S001,Momo,0.05,2025-01-11,9070000.0,8616500.0
T002103,C00696,2026-02-11,S022,Bank Transfer,0.0,2026-02-11,14265000.0,14265000.0
T002104,C00381,2024-12-10,S020,VNPay,0.25,2024-12-10,7585000.0,5688750.0
T002105,C00335,2025-05-29,S023,Bitcoin,0.0,2025-05-29,11141000.0,11141000.0
T002106,C00278,2024-04-08,S020,Bank Transfer,0.0,2024-04-08,135986000.0,135986000.0
T002107,C00241,2026-02-28,S003,ZaloPay,0.0,2026-02-28,34625000.0,34625000.0
T002108,C00178,2025-08-21,S010,,0.2,2025-08-21,239000.0,191200.0
T002109,C00153,2024-12-31,S020,Bank Transfer,0.15,2024-12-31,45477000.0,38655450.0
T002110,C00672,2025-05-29,S006,???,0.0,2025-05-29,6394000.0,6394000.0
T002111,C00159,2026-02-17,S015,ZaloPay,0.0,2026-02-17,32850000.0,32850000.0
T002112,C00179,2026-02-13,S011,Bank Transfer,0.15,2026-02-13,97291000.0,82697350.0
T002113,C00698,2025-10-20,S024,VNPay,0.0,2025-10-20,56957000.0,56957000.0
T002114,C00200,2025-05-17,S014,Credit Card,0.0,2025-05-17,11339000.0,11339000.0
T002115,C00397,2025-03-30,S002,Credit Card,0.25,2025-03-30,1510000.0,1132500.0
T002116,C00333,2025-01-09,S018,Momo,0.25,2025-01-09,2728000.0,2046000.0
T002117,C00065,2026-02-28,S022,VNPay,0.0,2026-02-28,7464000.0,7464000.0
T002118,C00166,2024-11-12,S003,Credit Card,0.15,2024-11-12,120000.0,102000.0
T002119,C00318,2025-04-15,S004,Bank Transfer,0.1,2025-04-15,25240000.0,22716000.0
T002120,C00003,2025-05-11,S008,Bank Transfer,0.0,2025-05-11,2850000.0,2850000.0
T002121,C00256,2024-12-06,S009,Momo,0.0,2024-12-06,15502000.0,15502000.0
T002122,C00095,2025-06-20,S024,VNPay,0.25,2025-06-20,76839000.0,57629250.0
T002123,C00480,2025-09-20,S008,Momo,0.0,2025-09-20,50893000.0,50893000.0
T002124,C00328,2024-12-22,S023,Bank Transfer,0.0,2024-12-22,1176000.0,1176000.0
T002125,C00551,2025-11-29,S008,Momo,0.0,2025-11-29,39726000.0,39726000.0
T002126,C00098,2025-08-27,S014,Credit Card,0.15,2025-08-27,3036000.0,2580600.0
T002127,C00799,2025-05-17,S009,ZaloPay,0.0,2025-05-17,8388000.0,8388000.0
T002128,C00692,2025-09-06,S015,Bank Transfer,0.0,2025-09-06,2108000.0,2108000.0
T002129,C00519,2024-11-21,S014,Bank Transfer,0.05,2024-11-21,1890000.0,1795500.0
T002130,C00187,2025-12-02,S012,VNPay,0.0,2025-12-02,334000.0,334000.0
T002131,C00007,2025-01-05,S009,Bank Transfer,0.2,2025-01-05,246000.0,196800.0
T002132,C00053,2026-03-14,S019,Cash,0.0,2026-03-14,688000.0,688000.0
T002133,C00059,2025-09-26,S019,Credit Card,0.05,2025-09-26,26615000.0,25284250.0
T002134,C00200,2026-03-04,S019,Bank Transfer,0.3,2026-03-04,3480000.0,2436000.0
T002135,C00097,2025-09-23,S018,ZaloPay,0.1,2025-09-23,3899000.0,3509100.0
T002136,C00118,2025-01-17,S025,Momo,0.0,2025-01-17,32160000.0,32160000.0
T002137,C00249,2025-08-27,S020,ZaloPay,0.0,2025-08-27,21561000.0,21561000.0
T002138,C00607,2024-05-17,S001,Credit Card,0.0,2024-05-17,55253000.0,55253000.0
T002139,C00476,2024-06-10,S020,Momo,0.0,2024-06-10,22918000.0,22918000.0
T002140,C00027,2026-01-23,S017,Credit Card,0.0,2026-01-23,367000.0,367000.0
T002141,C00397,2025-08-06,S014,Gold,0.0,2025-08-06,4010000.0,4010000.0
T002142,C00198,2026-02-09,S002,???,0.0,2026-02-09,1501000.0,1501000.0
T002143,C00619,2025-06-18,S014,VNPay,0.0,2025-06-18,22973000.0,22973000.0
T002144,C00073,2025-07-30,S025,VNPay,0.0,2025-07-30,1113000.0,1113000.0
T002145,C00444,2025-07-28,S016,VNPay,0.0,2025-07-28,45688000.0,45688000.0
T002146,C00330,2026-03-04,S004,Bank Transfer,0.15,2026-03-04,1124000.0,955400.0
T002147,C00734,2026-02-02,S024,Cash,0.0,2026-02-02,6540000.0,6540000.0
T002148,C00367,2025-05-25,S022,Bank Transfer,0.0,2025-05-25,13204000.0,13204000.0
T002149,C00063,2025-03-31,S016,Credit Card,0.25,2025-03-31,6096000.0,4572000.0
T002150,C00580,2024-10-19,S002,Credit Card,0.05,2024-10-19,414000.0,393300.0
T002151,C00476,2025-03-10,S023,VNPay,0.0,2025-03-10,4743000.0,4743000.0
T002152,C00220,2025-04-27,S007,Momo,0.0,2025-04-27,26360000.0,26360000.0
T002153,C00559,2025-10-20,S009,Bank Transfer,0.0,2025-10-20,13596000.0,13596000.0
T002154,C00096,2026-01-20,S018,Credit Card,0.0,2026-01-20,841000.0,841000.0
T002155,C00403,2025-07-03,S023,Momo,0.05,2025-07-03,1740000.0,1653000.0
T002156,C00061,2024-06-01,S021,VNPay,0.3,2024-06-01,2113000.0,1479100.0
T002157,C00161,2024-09-21,S009,Credit Card,0.05,2024-09-21,1033000.0,981350.0
T002158,C00158,2025-08-14,S018,Cash,0.15,2025-08-14,13520000.0,11492000.0
T002159,C00248,2025-08-06,S020,Credit Card,0.05,2025-08-06,24000.0,22800.0
T002160,C00037,2025-06-20,S001,ZaloPay,0.0,2025-06-20,34079000.0,34079000.0
T002161,C00003,2024-04-21,S025,VNPay,0.2,2024-04-21,754000.0,603200.0
T002162,C00103,2024-04-15,S018,Credit Card,0.25,2024-04-15,2259000.0,1694250.0
T002163,C00048,2025-10-08,S018,VNPay,0.05,2025-10-08,55588000.0,52808600.0
T002164,C00294,2026-02-25,S003,ZaloPay,0.05,2026-02-25,10577000.0,10048150.0
T002165,C00710,2024-11-18,S015,Cash,0.0,2024-11-18,5650.0,5650.0
T002166,C00791,2025-10-17,S025,Cash,0.1,2025-10-17,960000.0,864000.0
T002167,C00142,2026-01-10,S022,VNPay,0.0,2026-01-10,36711000.0,36711000.0
T002168,C00026,2026-02-24,S022,Bank Transfer,0.0,2026-02-24,980000.0,980000.0
T002169,C00069,2025-12-13,S009,Bank Transfer,0.0,2025-12-13,334290000.0,334290000.0
T002170,C00052,2024-02-23,S008,Credit Card,0.25,2024-02-23,26589000.0,19941750.0
T002171,C00077,2024-10-10,S016,ZaloPay,0.1,2024-10-10,29480000.0,26532000.0
T002172,C00153,2025-02-20,S010,Cash,0.3,2025-02-20,15066000.0,10546200.0
T002173,C00493,2024-08-15,S008,VNPay,0.3,2024-08-15,15740000.0,11018000.0
T002174,C00158,2025-11-14,S024,Cash,0.0,2025-11-14,2906000.0,2906000.0
T002175,C00050,2024-12-29,S017,Momo,0.0,2024-12-29,53704000.0,53704000.0
T002176,C00051,2024-12-15,S013,Bitcoin,0.0,2024-12-15,169000.0,169000.0
T002177,C00068,2024-12-25,S021,Bank Transfer,0.25,2024-12-25,4333000.0,3249750.0
T002178,C00182,2026-01-03,S001,VNPay,0.0,2026-01-03,23251000.0,23251000.0
T002179,C00018,2026-02-24,S001,ZaloPay,0.0,2026-02-24,15512000.0,15512000.0
T002180,C00308,2024-12-26,S008,Momo,0.2,2024-12-26,45007000.0,36005600.0
T002181,C00111,2025-06-13,S015,Momo,0.1,2025-06-13,20740000.0,18666000.0
T002182,C00545,2024-04-04,S023,Credit Card,0.0,2024-04-04,61658000.0,61658000.0
T002183,C00299,2025-11-06,S021,Momo,0.15,2025-11-06,9908000.0,8421800.0
T002184,C00374,2024-05-02,S002,Bank Transfer,0.3,2024-05-02,1086000.0,760200.0
T002185,C00104,2023-12-13,S014,Momo,0.05,2023-12-13,8487000.0,8062650.0
T002186,C00111,2025-03-05,S021,Bank Transfer,0.05,2025-03-05,13735000.0,13048250.0
T002187,C00433,2025-04-20,S012,Credit Card,0.0,2025-04-20,4572000.0,4572000.0
T002188,C00749,2025-03-04,S001,Momo,0.1,2025-03-04,47247000.0,42522300.0
T002189,C00312,2024-02-19,S005,ZaloPay,0.0,2024-02-19,8504000.0,8504000.0
T002190,C00049,2025-06-21,S009,Cash,0.0,2025-06-21,3716000.0,3716000.0
T002191,C00284,2024-12-07,S024,Bank Transfer,0.0,2024-12-07,7975000.0,7975000.0
T002192,C00393,2025-09-28,S013,ZaloPay,0.3,2025-09-28,12301000.0,8610700.0
T002193,C00684,2023-12-29,S008,VNPay,0.0,2023-12-29,9349000.0,9349000.0
T002194,C00001,2025-09-15,S012,Momo,0.0,2025-09-15,16413000.0,16413000.0
T002195,C00452,2025-09-02,S019,Cash,0.0,2025-09-02,2516000.0,2516000.0
T002196,C00232,2025-03-22,S007,VNPay,0.3,2025-03-22,536000.0,375200.0
T002197,C00469,2025-10-02,S007,ZaloPay,0.05,2025-10-02,3329000.0,3162550.0
T002198,C00072,2025-02-02,S005,Momo,0.0,2025-02-02,480000.0,480000.0
T002199,C00111,2025-11-16,S019,Momo,0.0,2025-11-16,5484000.0,5484000.0
T002200,C00242,2026-03-21,S020,Momo,0.0,2026-03-21,22974000.0,22974000.0
T002201,C00249,2025-04-23,S023,ZaloPay,0.0,2025-04-23,6495000.0,6495000.0
T002202,C00018,2025-09-18,S007,Credit Card,0.1,2025-09-18,301000.0,270900.0
T002203,C00648,2025-07-30,S011,Momo,0.0,2025-07-30,0.0,0.0
T002204,C00050,2025-02-10,S002,Bank Transfer,0.0,2025-02-10,6130000.0,6130000.0
T002205,C00224,2025-06-26,S018,Cash,0.0,2025-06-26,27186000.0,27186000.0
T002206,C00098,2026-03-05,S014,Momo,0.3,2026-03-05,17412000.0,12188400.0
T002207,C00225,2025-11-26,S003,VNPay,0.3,2025-11-26,614000.0,429800.0
T002208,C00627,2025-05-04,S001,ZaloPay,0.15,2025-05-04,53704000.0,45648400.0
T002209,C00041,2025-07-16,S006,Momo,0.15,2025-07-16,3537000.0,3006450.0
T002210,C00106,2025-05-11,S002,Gold,0.1,2025-05-11,54961000.0,49464900.0
T002211,C00083,2025-12-24,S014,VNPay,0.0,2025-12-24,0.0,0.0
T002212,C00191,2026-02-02,S012,Bank Transfer,0.0,2026-02-02,46146000.0,46146000.0
T002213,C00740,2025-03-29,S012,ZaloPay,0.05,2025-03-29,415000.0,394250.0
T002214,C00058,2025-08-07,S009,ZaloPay,0.2,2025-08-07,75546000.0,60436800.0
T002215,C00398,2025-04-01,S023,Cash,0.2,2025-04-01,5165000.0,4132000.0
T002216,C00660,2025-02-15,S014,VNPay,0.2,2025-02-15,14090000.0,11272000.0
T002217,C00797,2025-08-22,S014,Momo,0.0,2025-08-22,6138000.0,6138000.0
T002218,C00394,2025-02-20,S021,Credit Card,0.25,2025-02-20,14119000.0,10589250.0
T002219,C00003,2025-07-27,S001,Momo,0.0,2025-07-27,1146000.0,1146000.0
T002220,C00703,2025-11-18,S017,ZaloPay,0.0,2025-11-18,68234000.0,68234000.0
T002221,C00670,2026-03-20,S005,Momo,0.0,2026-03-20,3421000.0,3421000.0
T002222,C00085,2024-10-22,S018,ZaloPay,0.0,2024-10-22,281000.0,281000.0
T002223,C00010,2025-09-17,S024,VNPay,0.3,2025-09-17,5165000.0,3615500.0
T002224,C00326,2025-06-02,S010,Bank Transfer,0.3,2025-06-02,12410000.0,8687000.0
T002225,C00348,2024-04-03,S020,Bank Transfer,0.2,2024-04-03,13447000.0,10757600.0
T002226,C00051,2024-06-05,S004,Credit Card,0.15,2024-06-05,562000.0,477700.0
T002227,C00317,2025-06-03,S013,Credit Card,0.0,2025-06-03,717000.0,717000.0
T002228,C00041,2025-01-19,S024,Bank Transfer,0.25,2025-01-19,20815000.0,15611250.0
T002229,C00023,2025-05-06,S009,Momo,0.05,2025-05-06,10310000.0,9794500.0
T002230,C00068,2025-09-07,S015,ZaloPay,0.15,2025-09-07,2105000.0,1789250.0
T002231,C00054,2025-05-17,S013,ZaloPay,0.0,2025-05-17,9346000.0,9346000.0
T002232,C00033,2025-01-25,S010,Bank Transfer,0.0,2025-01-25,21354000.0,21354000.0
