customer_id,gender,birth_year,city,registration_date,acquisition_channel,birth_year_missing_flag,registration_date_clean,transaction_count,total_revenue,avg_order_value,total_discount_rate,avg_discount_rate,total_items_bought,avg_items_per_order,n_unique_stores,first_purchase_date,last_purchase_date,support_ticket_count,resolved_rate,pending_ticket_count,avg_satisfaction_score,last_support_date,campaign_count,open_rate,click_rate,total_offer_value,last_campaign_date
C00196,M,1992.0,Bắc Ninh,2025-01-08,Facebook,0,2025-01-08,6.0,85008300.0,14168050.0,0.7,0.11666666666666665,37.0,6.166666666666667,6.0,2025-02-04,2025-09-18,1.0,1.0,0.0,4.0,2025-03-10,0.0,0.0,0.0,0.0,
C00197,F,1966.0,Đà Nẵng,2025-02-13,Referral,0,2025-02-13,2.0,140024000.0,70012000.0,0.0,0.0,29.0,14.5,2.0,2025-04-03,2025-07-29,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,2025-11-26
C00198,,1986.0,Biên Hòa,2025-05-20,Facebook,0,2025-05-20,3.0,7806000.0,2602000.0,0.0,0.0,13.0,4.333333333333333,3.0,2025-11-05,2026-03-02,1.0,1.0,0.0,4.0,2025-12-19,3.0,0.6666666666666666,0.0,50000.0,2026-02-03
C00199,M,2001.0,Buôn Ma Thuột,,Shopee,0,,6.0,65751000.0,10958500.0,0.4,0.06666666666666667,17.0,2.8333333333333335,5.0,2024-10-25,2026-03-17,0.0,0.0,0.0,0.0,,2.0,0.5,0.0,15000.0,2025-01-12
C00200,M,2005.0,Hà Nội,2023-08-11,Google,0,2023-08-11,5.0,50904000.0,10180800.0,0.3,0.06,28.0,5.6,5.0,2023-08-21,2026-03-12,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,20000.0,2026-01-21
C00201,M,1989.0,Nha Trang,2024-11-25,Website,0,2024-11-25,5.0,122621750.0,24524350.0,0.05,0.01,26.0,5.2,5.0,2024-12-23,2026-02-28,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,10000.0,2025-10-12
C00202,M,1988.0,Cần Thơ,2024-05-15,Walk-in,0,2024-05-15,2.0,16115500.0,8057750.0,0.15,0.075,9.0,4.5,2.0,2024-06-10,2025-06-19,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,5000.0,2025-12-15
C00203,M,1968.0,Đà Nẵng,2025-01-02,Zalo,0,2025-01-02,5.0,524620500.0,104924100.0,0.4,0.08,83.0,16.6,5.0,2025-06-03,2025-12-28,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2026-03-17
C00204,M,1970.0,Cần Thơ,2025-02-22,Website,0,2025-02-22,4.0,127398000.0,31849500.0,0.2,0.05,37.0,9.25,4.0,2025-03-15,2025-10-29,0.0,0.0,0.0,0.0,,3.0,0.6666666666666666,0.0,130000.0,2025-07-25
C00205,F,1996.0,Vũng Tàu,2025-04-08,Website,0,2025-04-08,2.0,20120750.0,10060375.0,0.25,0.125,24.0,12.0,2.0,2025-08-02,2025-08-10,1.0,1.0,0.0,5.0,2025-09-17,2.0,0.5,0.0,50000.0,2026-03-09
C00206,F,1978.0,Khác,2024-07-29,Google,0,2024-07-29,6.0,74964300.0,12494050.0,1.45,0.24166666666666667,37.0,6.166666666666667,6.0,2025-02-25,2026-03-12,1.0,1.0,0.0,4.0,2025-03-15,1.0,0.0,0.0,50000.0,2025-04-28
C00207,,1972.0,Cần Thơ,2024-05-19,Website,0,2024-05-19,3.0,63134350.0,21044783.333333332,0.25,0.08333333333333333,17.0,5.666666666666667,3.0,2025-01-29,2025-11-20,1.0,1.0,0.0,3.0,2025-02-09,2.0,1.0,0.5,70000.0,2025-08-03
C00208,F,1967.0,Hải Phòng,2024-11-21,Shopee,0,2024-11-21,8.0,145226150.0,18153268.75,0.8,0.1,43.0,5.375,7.0,2024-12-08,2026-02-09,1.0,1.0,0.0,3.0,2025-01-30,4.0,0.5,0.25,75000.0,2026-03-15
C00209,M,1965.0,Hải Phòng,2025-02-03,Referral,0,2025-02-03,7.0,156015350.0,22287907.14285714,0.5,0.07142857142857142,30.0,4.285714285714286,7.0,2025-04-16,2025-08-26,1.0,0.0,0.0,3.0,2025-06-15,2.0,0.5,0.0,20000.0,2026-02-23
C00210,M,1986.0,Cần Thơ,2024-01-03,Walk-in,1,2024-01-03,7.0,179894550.0,25699221.42857143,0.2,0.028571428571428574,58.0,8.285714285714286,5.0,2024-02-17,2025-12-11,2.0,1.0,0.0,3.0,2024-04-09,2.0,0.0,0.0,5000.0,2024-04-29
C00211,M,1996.0,Thủ Đức,2023-10-01,Shopee,0,2023-10-01,4.0,85140300.0,21285075.0,0.55,0.1375,22.0,5.5,4.0,2024-01-19,2025-11-06,1.0,1.0,0.0,4.0,2024-01-30,3.0,0.3333333333333333,0.0,35000.0,2024-06-09
C00212,M,1989.0,Bắc Ninh,2023-11-27,,0,2023-11-27,5.0,182570000.0,36514000.0,0.25,0.05,60.0,12.0,4.0,2024-04-18,2025-12-16,0.0,0.0,0.0,0.0,,3.0,1.0,0.3333333333333333,30000.0,2026-02-22
C00213,F,1969.0,Nha Trang,2024-10-25,Facebook,0,2024-10-25,6.0,61271800.0,10211966.666666666,0.15,0.024999999999999998,39.0,6.5,4.0,2024-12-10,2026-01-25,1.0,0.0,0.0,4.0,2024-12-22,2.0,0.0,0.0,50000.0,2026-01-02
C00214,M,1994.0,TP.HCM,2024-08-20,Walk-in,0,2024-08-20,4.0,28258600.0,7064650.0,0.1,0.025,45.0,11.25,3.0,2024-11-19,2025-10-17,0.0,0.0,0.0,0.0,,4.0,0.5,0.0,40000.0,2026-01-15
C00215,F,2001.0,Nha Trang,2025-01-10,Shopee,0,2025-01-10,1.0,13617000.0,13617000.0,0.0,0.0,3.0,3.0,1.0,2025-06-12,2025-06-12,2.0,1.0,0.0,3.0,2025-08-01,6.0,0.5,0.16666666666666666,25000.0,2026-03-24
C00216,M,1990.0,Hà Nội,2024-03-23,Walk-in,0,2024-03-23,5.0,46787000.0,9357400.0,0.0,0.0,13.0,2.6,5.0,2024-04-07,2025-05-29,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
C00217,F,1988.0,TP.HCM,2023-11-23,Shopee,0,2023-11-23,4.0,94614000.0,23653500.0,0.0,0.0,12.0,3.0,4.0,2025-07-02,2026-01-09,0.0,0.0,0.0,0.0,,3.0,0.3333333333333333,0.0,40000.0,2025-05-25
C00218,M,1992.0,Vũng Tàu,2023-09-17,Shopee,0,2023-09-17,4.0,12075300.0,3018825.0,0.65,0.1625,13.0,3.25,4.0,2024-06-02,2025-03-18,2.0,0.5,1.0,5.0,2024-07-24,0.0,0.0,0.0,0.0,
C00219,M,1986.0,Cần Thơ,2024-11-18,Walk-in,1,2024-11-18,4.0,22932600.0,5733150.0,0.2,0.05,18.0,4.5,4.0,2025-01-03,2026-02-20,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,20000.0,2024-11-21
C00220,F,1975.0,,2024-01-13,Google,0,2024-01-13,4.0,37573000.0,9393250.0,0.4,0.1,27.0,6.75,4.0,2025-04-27,2026-02-07,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,50000.0,2024-10-07
C00221,M,1987.0,,2024-11-25,Zalo,0,2024-11-25,5.0,93863150.0,18772630.0,0.65,0.13,20.0,4.0,5.0,2024-11-30,2025-10-06,2.0,0.5,0.0,3.5,2025-01-09,0.0,0.0,0.0,0.0,
C00222,,1974.0,Cần Thơ,2024-01-28,TikTok,0,2024-01-28,4.0,44065000.0,11016250.0,0.45,0.1125,18.0,4.5,4.0,2024-11-04,2025-09-26,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,2025-04-09
C00223,M,2006.0,TP.HCM,2023-11-25,Zalo,0,2023-11-25,1.0,4768000.0,4768000.0,0.0,0.0,6.0,6.0,1.0,2024-09-28,2024-09-28,1.0,1.0,0.0,0.0,2024-11-13,6.0,0.0,0.0,95000.0,2025-10-14
C00224,F,1994.0,Khác,2025-03-05,Website,0,2025-03-05,9.0,185146450.0,20571827.777777776,0.6000000000000001,0.06666666666666668,67.0,7.444444444444445,8.0,2025-03-30,2026-03-19,2.0,0.0,1.0,1.0,2025-05-06,2.0,0.5,0.5,5000.0,2025-11-04
C00225,F,2005.0,Biên Hòa,2025-04-28,Zalo,0,2025-04-28,2.0,25275800.0,12637900.0,0.3,0.15,15.0,7.5,2.0,2025-10-16,2025-11-26,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
C00226,M,1995.0,Huế,2024-08-24,Referral,0,2024-08-24,3.0,12583990.0,4194663.333333333,0.15,0.049999999999999996,17.03,5.676666666666667,3.0,2025-05-04,2025-10-22,2.0,1.0,0.0,4.0,2025-05-20,0.0,0.0,0.0,0.0,
C00227,M,1987.0,Bắc Ninh,2024-03-08,,0,2024-03-08,5.0,44664350.0,8932870.0,0.3,0.06,42.0,8.4,5.0,2024-09-06,2026-03-06,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
C00228,,1993.0,Hà Nội,2024-04-13,Facebook,0,2024-04-13,2.0,15488399.999999998,7744199.999999999,0.3,0.15,12.0,6.0,2.0,2024-08-04,2024-08-29,1.0,0.0,0.0,0.0,2024-09-16,4.0,0.25,0.25,30000.0,2026-03-20
C00229,F,1969.0,Buôn Ma Thuột,2024-06-12,Google,0,2024-06-12,5.0,77916400.0,15583280.0,0.7,0.13999999999999999,32.0,6.4,5.0,2025-01-04,2026-02-06,1.0,1.0,0.0,4.0,2025-01-10,4.0,0.25,0.25,35000.0,2025-11-27
C00230,F,1994.0,Vũng Tàu,2025-02-19,Facebook,0,2025-02-19,4.0,53447498.0,13361874.5,0.4,0.1,55.02,13.755,3.0,2025-02-27,2026-03-20,3.0,0.3333333333333333,2.0,4.0,2025-04-24,1.0,1.0,1.0,20000.0,2026-03-24
C00231,M,1985.0,Vũng Tàu,2024-09-03,,0,2024-09-03,2.0,18125600.0,9062800.0,0.4,0.2,6.0,3.0,2.0,2025-06-28,2025-12-31,1.0,1.0,0.0,5.0,2025-07-04,2.0,0.5,0.0,10000.0,2026-02-20
C00232,M,1968.0,Huế,2024-10-26,Google,0,2024-10-26,3.0,37064750.0,12354916.666666666,0.35,0.11666666666666665,21.0,7.0,3.0,2025-03-22,2025-11-09,0.0,0.0,0.0,0.0,,3.0,0.3333333333333333,0.0,35000.0,2025-12-24
C00233,M,1997.0,Buôn Ma Thuột,2024-05-17,Zalo,0,2024-05-17,3.0,42166400.0,14055466.666666666,0.30000000000000004,0.10000000000000002,23.0,7.666666666666667,3.0,2024-09-24,2024-12-03,1.0,1.0,0.0,3.0,2024-10-30,3.0,1.0,0.6666666666666666,30000.0,2026-03-23
C00234,M,1993.0,Huế,2023-07-11,Zalo,0,2023-07-11,4.0,35882550.0,8970637.5,0.5,0.125,19.0,4.75,4.0,2024-04-16,2024-11-27,1.0,0.0,0.0,0.0,2024-05-03,2.0,1.0,0.0,30000.0,2026-02-08
C00235,F,1983.0,Nha Trang,2024-06-07,Shopee,0,2024-06-07,7.0,99790900.0,14255842.857142856,0.55,0.07857142857142858,36.0,5.142857142857143,5.0,2024-06-10,2026-03-11,1.0,0.0,0.0,3.0,2024-06-14,1.0,0.0,0.0,20000.0,2025-10-14
C00236,M,2005.0,Buôn Ma Thuột,2024-05-12,Walk-in,0,2024-05-12,7.0,125270868.0,17895838.285714287,0.55,0.07857142857142858,53.03,7.575714285714286,6.0,2024-09-26,2026-02-14,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2025-10-23
C00237,F,1971.0,Bắc Ninh,2023-08-07,Shopee,0,2023-08-07,6.0,57506450.0,9584408.333333334,0.55,0.09166666666666667,31.0,5.166666666666667,6.0,2024-10-12,2026-01-16,2.0,0.5,0.0,3.5,2024-11-19,0.0,0.0,0.0,0.0,
C00238,F,2003.0,Đà Nẵng,2024-03-17,Walk-in,0,2024-03-17,5.0,187321400.0,37464280.0,0.2,0.04,52.0,10.4,5.0,2024-12-05,2025-05-19,1.0,0.0,0.0,1.0,2025-01-31,1.0,0.0,0.0,30000.0,2025-02-20
C00239,M,1987.0,Cần Thơ,2023-08-23,Shopee,0,2023-08-23,6.0,106357000.0,17726166.666666668,0.25,0.041666666666666664,49.0,8.166666666666666,5.0,2023-09-18,2025-05-19,2.0,0.0,0.0,3.5,2023-11-17,1.0,1.0,0.0,5000.0,2024-09-04
C00240,M,1984.0,Bắc Ninh,2023-10-11,Shopee,0,2023-10-11,1.0,236599.99999999997,236599.99999999997,0.3,0.3,2.0,2.0,1.0,2023-12-08,2023-12-08,1.0,1.0,0.0,5.0,2023-12-18,2.0,0.5,0.5,20000.0,2025-10-25
C00241,F,1973.0,Buôn Ma Thuột,2025-03-20,Google,0,2025-03-20,5.0,105328750.0,21065750.0,0.4,0.08,25.0,5.0,4.0,2025-07-21,2026-02-28,1.0,0.0,1.0,0.0,2025-07-26,1.0,1.0,0.0,0.0,2025-09-28
C00242,F,1997.0,Biên Hòa,2025-03-23,Facebook,0,2025-03-23,5.0,72562200.0,14512440.0,0.4,0.08,46.0,9.2,5.0,2025-07-27,2026-03-21,0.0,0.0,0.0,0.0,,2.0,0.5,0.0,0.0,2025-10-08
C00243,F,1976.0,Hải Phòng,2024-06-06,Walk-in,0,2024-06-06,4.0,39104250.0,9776062.5,0.8999999999999999,0.22499999999999998,43.0,10.75,4.0,2025-02-10,2026-02-24,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
C00244,M,1979.0,Đà Nẵng,2024-10-10,Zalo,0,2024-10-10,7.0,141229950.0,20175707.14285714,0.6,0.08571428571428572,31.0,4.428571428571429,5.0,2024-11-08,2026-01-16,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2024-10-29
C00245,F,1986.0,Bắc Ninh,2023-08-19,Facebook,1,2023-08-19,7.0,81279200.0,11611314.285714285,0.75,0.10714285714285714,39.0,5.571428571428571,7.0,2023-11-08,2025-12-06,2.0,0.5,0.0,2.5,2024-01-03,4.0,0.25,0.25,500000.0,2025-07-19
C00246,Unknown,2004.0,Đà Nẵng,2025-04-08,Shopee,0,2025-04-08,5.0,205639400.0,41127880.0,0.55,0.11000000000000001,75.0,15.0,5.0,2025-04-14,2026-02-17,1.0,0.0,1.0,0.0,2025-06-08,0.0,0.0,0.0,0.0,
C00247,M,1976.0,Thủ Đức,2023-11-05,Zalo,0,2023-11-05,5.0,21740750.0,4348150.0,0.15000000000000002,0.030000000000000006,21.0,4.2,5.0,2024-07-18,2026-03-25,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,10000.0,2025-06-30
C00248,F,1967.0,Nha Trang,2025-06-08,Walk-in,0,2025-06-08,4.0,49412472.0,12353118.0,0.1,0.025,22.009999999999998,5.5024999999999995,3.0,2025-06-29,2026-03-04,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
C00249,M,1993.0,Vũng Tàu,2025-04-23,Referral,0,2025-04-23,8.0,108758100.0,13594762.5,0.7,0.0875,47.0,5.875,8.0,2025-04-23,2026-02-20,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,230000.0,2026-02-19
C00250,M,1999.0,Hải Phòng,2024-09-02,Referral,0,2024-09-02,6.0,87647450.0,14607908.333333334,0.75,0.125,30.0,5.0,4.0,2025-04-28,2025-12-24,1.0,0.0,0.0,3.0,2025-05-08,1.0,1.0,0.0,30000.0,2025-08-13
C00251,M,1988.0,Buôn Ma Thuột,2024-09-23,Website,0,2024-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,20000.0,2026-01-27
C00252,,1986.0,Bắc Ninh,2024-09-15,Shopee,1,2024-09-15,3.0,156833850.0,52277950.0,0.3,0.09999999999999999,47.0,15.666666666666666,3.0,2025-02-27,2025-07-20,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,5000.0,2025-08-21
C00253,M,1986.0,Đà Nẵng,2023-11-13,Referral,1,2023-11-13,2.0,14499000.0,7249500.0,0.25,0.125,18.0,9.0,2.0,2024-05-26,2026-01-13,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,10000.0,2025-10-30
C00254,F,1988.0,Bắc Ninh,,Google,0,,1.0,20404000.0,20404000.0,0.0,0.0,6.0,6.0,1.0,2024-10-16,2024-10-16,0.0,0.0,0.0,0.0,,4.0,0.5,0.0,20000.0,2025-11-04
C00255,M,1983.0,TP.HCM,2025-05-29,Zalo,0,2025-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,2.0,0.5,0.0,0.0,2026-02-03
C00256,F,1997.0,Đà Nẵng,2024-03-06,Shopee,0,2024-03-06,5.0,73055750.0,14611150.0,0.45,0.09,43.0,8.6,5.0,2024-12-06,2026-03-17,1.0,1.0,0.0,5.0,2025-01-07,2.0,0.0,0.0,80000.0,2025-03-31
C00257,M,1993.0,Biên Hòa,2023-09-02,Facebook,0,2023-09-02,6.0,150727700.0,25121283.333333332,0.4,0.06666666666666667,40.0,6.666666666666667,6.0,2024-01-08,2026-03-25,2.0,1.0,0.0,4.5,2024-02-28,1.0,1.0,1.0,5000.0,2025-07-21
C00258,,1990.0,Bắc Ninh,2024-07-29,Walk-in,0,2024-07-29,5.0,195653000.0,39130600.0,0.2,0.04,53.0,10.6,5.0,2024-08-23,2026-03-10,1.0,0.0,1.0,0.0,2024-10-10,5.0,0.4,0.0,115000.0,2025-09-08
C00259,F,1970.0,Biên Hòa,2024-01-28,TikTok,0,2024-01-28,4.0,23471400.0,5867850.0,0.55,0.1375,31.0,7.75,3.0,2024-11-23,2026-03-10,2.0,0.5,0.0,4.0,2024-12-13,3.0,0.3333333333333333,0.0,30000.0,2025-11-04
C00260,F,1971.0,Thủ Đức,2023-06-29,Walk-in,0,2023-06-29,3.0,86961000.0,28987000.0,0.0,0.0,18.0,6.0,3.0,2024-01-03,2025-01-27,3.0,0.6666666666666666,0.0,3.0,2024-02-25,2.0,0.5,0.5,45000.0,2025-07-20
C00261,M,1967.0,,2023-10-28,Website,0,2023-10-28,4.0,8159200.0,2039800.0,0.25,0.0625,11.0,2.75,3.0,2023-12-17,2025-06-21,3.0,0.0,0.0,2.0,2024-02-15,3.0,0.0,0.0,50000.0,2025-06-27
C00262,M,1995.0,Huế,2025-05-13,Facebook,0,2025-05-13,4.0,19174000.0,4793500.0,0.25,0.0625,18.0,4.5,4.0,2025-09-12,2026-03-24,0.0,0.0,0.0,0.0,,2.0,0.5,0.5,50000.0,2026-02-16
C00263,M,1981.0,Hải Phòng,2023-08-21,Zalo,0,2023-08-21,6.0,96480650.0,16080108.333333334,0.5,0.08333333333333333,24.07,4.011666666666667,6.0,2023-08-24,2025-10-17,1.0,0.0,1.0,0.0,2023-09-28,2.0,1.0,0.0,50015.0,2024-01-21
C00264,F,1972.0,Khác,2024-12-13,Referral,0,2024-12-13,1.0,16290000.0,16290000.0,0.0,0.0,5.0,5.0,1.0,2025-08-02,2025-08-02,0.0,0.0,0.0,0.0,,2.0,0.5,0.0,0.0,2026-02-09
C00265,F,1972.0,Hà Nội,2024-01-30,TikTok,0,2024-01-30,2.0,46038900.0,23019450.0,0.15,0.075,10.0,5.0,2.0,2026-02-25,2026-03-12,1.0,0.0,0.0,2.0,2026-03-21,3.0,0.3333333333333333,0.0,45000.0,2025-02-16
C00266,F,1969.0,TP.HCM,2024-08-03,Website,0,2024-08-03,6.0,90917750.0,15152958.333333334,0.55,0.09166666666666667,38.0,6.333333333333333,5.0,2024-10-15,2025-09-09,2.0,1.0,0.0,2.5,2024-12-11,0.0,0.0,0.0,0.0,
C00267,M,2005.0,Bắc Ninh,2025-02-01,TikTok,0,2025-02-01,1.0,19508250.0,19508250.0,0.05,0.05,6.0,6.0,1.0,2025-03-07,2025-03-07,0.0,0.0,0.0,0.0,,2.0,0.5,0.0,50000.0,2025-10-01
C00268,M,1983.0,Nha Trang,2025-06-05,,0,2025-06-05,7.0,160006300.0,22858042.85714286,0.2,0.028571428571428574,63.0,9.0,7.0,2025-06-29,2026-02-27,2.0,0.0,0.0,1.0,2025-08-25,5.0,0.0,0.0,15000.0,2026-02-13
C00269,F,1980.0,,2025-02-19,,0,2025-02-19,6.0,62625800.0,10437633.333333334,0.7,0.11666666666666665,44.0,7.333333333333333,6.0,2025-03-03,2025-12-07,3.0,1.0,0.0,3.3333333333333335,2025-04-11,4.0,0.5,0.0,80000.0,2026-03-05
C00270,M,1998.0,Biên Hòa,2023-12-09,Google,0,2023-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,3.0,0.6666666666666666,0.6666666666666666,20000.0,2024-12-14
C00271,M,1989.0,Huế,2024-11-20,Facebook,0,2024-11-20,3.0,64788750.0,21596250.0,0.75,0.25,38.0,12.666666666666666,3.0,2024-12-19,2025-01-24,4.0,0.5,1.0,3.3333333333333335,2025-02-15,5.0,0.4,0.2,85000.0,2025-12-07
C00272,F,1988.0,Cần Thơ,2025-03-12,Facebook,0,2025-03-12,2.0,4278400.0,2139200.0,0.3,0.15,5.0,2.5,2.0,2025-05-27,2025-11-03,3.0,0.3333333333333333,1.0,4.0,2025-07-21,1.0,0.0,0.0,5000.0,2025-06-07
C00273,M,1987.0,Hải Phòng,2024-05-31,Google,0,2024-05-31,5.0,33781460.0,6756292.0,0.6,0.12,35.05,7.01,5.0,2024-08-09,2025-09-05,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,20000.0,2026-03-04
C00274,F,1973.0,Hà Nội,2025-01-16,Walk-in,0,2025-01-16,5.0,52663500.0,10532700.0,0.6,0.12,33.0,6.6,5.0,2025-08-06,2025-12-21,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2026-01-07
C00275,F,2006.0,Đà Nẵng,2024-12-11,Website,0,2024-12-11,2.0,797250.0,398625.0,0.15,0.075,8.0,4.0,2.0,2025-06-07,2026-03-08,0.0,0.0,0.0,0.0,,4.0,0.25,0.25,145000.0,2026-02-28
C00276,F,2005.0,Đà Nẵng,2025-05-13,Zalo,0,2025-05-13,4.0,23343000.0,5835750.0,0.1,0.025,27.0,6.75,4.0,2025-05-23,2025-12-29,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
C00277,F,1986.0,Cần Thơ,2023-08-04,TikTok,1,2023-08-04,4.0,56079400.0,14019850.0,0.5,0.125,16.0,4.0,4.0,2024-01-12,2025-07-04,2.0,0.0,1.0,0.0,2024-02-29,2.0,0.5,0.5,0.0,2024-08-04
C00278,M,1967.0,Biên Hòa,2023-07-15,Referral,0,2023-07-15,1.0,135986000.0,135986000.0,0.0,0.0,12.0,12.0,1.0,2024-04-08,2024-04-08,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,75000.0,2025-11-06
C00279,F,1999.0,Huế,2024-11-09,Referral,0,2024-11-09,5.0,73699950.0,14739990.0,0.7,0.13999999999999999,31.0,6.2,4.0,2024-12-28,2026-03-05,1.0,0.0,0.0,0.0,2025-01-18,3.0,0.0,0.0,25000.0,2025-11-04
C00280,M,1983.0,Biên Hòa,2023-07-08,,0,2023-07-08,6.0,63878600.0,10646433.333333334,0.75,0.125,34.019999999999996,5.669999999999999,4.0,2023-12-17,2026-02-26,1.0,1.0,0.0,4.0,2023-12-31,1.0,0.0,0.0,5000.0,2024-02-06
C00281,F,1982.0,TP.HCM,2025-04-02,Walk-in,0,2025-04-02,3.0,104140800.0,34713600.0,0.3,0.09999999999999999,18.0,6.0,3.0,2025-11-25,2026-02-09,0.0,0.0,0.0,0.0,,6.0,0.6666666666666666,0.3333333333333333,160000.0,2026-03-25
C00282,F,1993.0,Nha Trang,2024-08-21,Walk-in,0,2024-08-21,2.0,15028550.0,7514275.0,0.05,0.025,2.0,1.0,2.0,2024-10-28,2025-06-24,2.0,0.5,0.0,3.5,2024-12-25,2.0,0.5,0.0,50000.0,2025-03-13
C00283,F,1996.0,Biên Hòa,2023-12-09,Referral,0,2023-12-09,2.0,39910000.0,19955000.0,0.0,0.0,20.0,10.0,2.0,2024-02-12,2024-05-11,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,10000.0,2025-03-17
C00284,F,1986.0,Nha Trang,2023-08-24,Zalo,1,2023-08-24,3.0,107329600.0,35776533.333333336,0.3,0.09999999999999999,25.0,8.333333333333334,3.0,2023-09-22,2024-12-25,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2025-10-19
C00285,F,1985.0,TP.HCM,2024-12-10,Google,0,2024-12-10,5.0,70313400.0,14062680.0,0.1,0.02,24.0,4.8,4.0,2024-12-29,2026-01-22,0.0,0.0,0.0,0.0,,4.0,0.5,0.25,20000.0,2025-11-13
C00286,F,1984.0,Huế,2024-05-01,Shopee,0,2024-05-01,4.0,187804450.0,46951112.5,0.3,0.075,37.0,9.25,4.0,2024-05-07,2025-12-11,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,30000.0,2025-03-23
C00287,F,1987.0,Huế,2023-11-18,Facebook,0,2023-11-18,4.0,58276700.0,14569175.0,0.6,0.15,16.0,4.0,4.0,2023-12-15,2025-09-16,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,2023-12-03
C00288,F,2004.0,Nha Trang,2025-06-14,,0,2025-06-14,7.0,52720000.0,7531428.571428572,0.95,0.1357142857142857,44.0,6.285714285714286,6.0,2025-07-13,2026-02-03,2.0,1.0,0.0,5.0,2025-09-11,5.0,0.4,0.2,75000.0,2026-03-17
C00289,M,1969.0,Buôn Ma Thuột,2025-03-16,Shopee,0,2025-03-16,5.0,129988850.0,25997770.0,0.55,0.11000000000000001,49.0,9.8,3.0,2025-05-27,2025-12-24,2.0,0.5,1.0,3.0,2025-06-20,3.0,0.6666666666666666,0.0,65000.0,2025-08-06
C00290,M,1966.0,Đà Nẵng,2024-06-07,Website,0,2024-06-07,4.0,25167000.0,6291750.0,0.2,0.05,19.0,4.75,4.0,2024-09-28,2025-12-21,2.0,0.5,1.0,3.0,2024-11-15,3.0,0.3333333333333333,0.3333333333333333,50050.0,2025-10-18
C00291,M,1969.0,Hải Phòng,2023-07-06,Walk-in,0,2023-07-06,5.0,48455800.0,9691160.0,0.3,0.06,26.0,5.2,5.0,2023-11-29,2026-03-24,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
C00292,F,2001.0,Hà Nội,2024-06-05,Zalo,0,2024-06-05,3.0,33924250.0,11308083.333333334,0.15,0.049999999999999996,12.0,4.0,3.0,2025-02-18,2025-08-03,0.0,0.0,0.0,0.0,,4.0,0.5,0.25,25000.0,2025-08-20
C00293,F,1988.0,Biên Hòa,2025-04-26,Website,0,2025-04-26,3.0,59788300.0,19929433.333333332,0.44999999999999996,0.15,23.0,7.666666666666667,3.0,2025-10-03,2026-01-31,1.0,0.0,0.0,1.0,2025-10-30,1.0,1.0,0.0,0.0,2025-09-08
C00294,M,1998.0,Biên Hòa,2023-08-18,Shopee,0,2023-08-18,6.0,171794150.0,28632358.333333332,0.05,0.008333333333333333,52.0,8.666666666666666,6.0,2023-11-13,2026-02-25,2.0,0.5,1.0,4.0,2024-01-10,4.0,0.5,0.5,120000.0,2026-03-19
C00295,F,1980.0,TP.HCM,2024-04-17,Facebook,0,2024-04-17,4.0,94367400.0,23591850.0,0.7,0.175,34.0,8.5,4.0,2025-01-02,2025-10-17,0.0,0.0,0.0,0.0,,4.0,1.0,0.25,105000.0,2025-12-05
C00296,M,1996.0,Bắc Ninh,2025-06-23,Shopee,0,2025-06-23,2.0,74695000.0,37347500.0,0.2,0.1,12.0,6.0,2.0,2025-12-30,2026-01-12,0.0,0.0,0.0,0.0,,2.0,1.0,0.5,5000.0,2025-09-29
